Branch_ID,City_Type,Staff_Count,Branch_Area_sqft,Marketing_Spend,ATM_Count,Population_Density,Competitor_Branches,Average_Income,Monthly_Revenue
BR_3123,Urban,55,2153,224818,0,18928,5,197866,691439
BR_3124,Urban,22,3728,187198,11,24600,10,190030,267928
BR_3125,Suburban,37,1425,53043,4,25501,9,55408,432075
BR_3126,Suburban,29,3454,73906,5,22983,3,51279,492319
BR_3127,Suburban,35,4408,31137,14,5423,9,185539,377366
BR_3128,Urban,41,4515,286842,0,23189,11,127868,558520
BR_3129,Rural,6,5074,150119,10,28948,6,80131,238357
BR_3130,Rural,37,1194,30165,5,6483,6,66452,405596
BR_3131,Rural,43,1968,151866,4,25355,10,101855,520316
BR_3132,Rural,47,5771,239787,3,14527,7,182768,688265
BR_3133,Rural,47,5857,118893,9,9119,1,88612,811952
BR_3134,Suburban,36,997,253689,4,19481,10,52578,493632
BR_3135,Urban,22,1768,36211,7,28654,5,26908,317770
BR_3136,Suburban,21,4708,106665,8,12718,2,123059,372098
BR_3137,Suburban,38,3955,158449,10,17373,7,104368,478712
BR_3138,Suburban,43,5564,159933,13,25244,3,167658,773754
BR_3139,Suburban,11,3304,178025,11,7435,3,176792,256133
BR_3140,Urban,46,2076,38277,1,14355,1,95940,628577
BR_3141,Urban,58,4967,149350,5,29629,5,112878,870370
BR_3142,Rural,57,5118,220886,2,20327,5,157697,845842
BR_3143,Suburban,39,2069,279717,14,3719,0,122543,612601
BR_3144,Suburban,34,2164,158572,1,7768,11,194258,452900
BR_3145,Urban,16,1723,24015,11,26866,7,193226,226040
BR_3146,Urban,39,1270,150305,13,13881,2,190229,609627
BR_3147,Rural,15,3816,27826,12,11166,0,42871,365144
BR_3148,Suburban,48,2854,29201,0,18798,9,154742,471466
BR_3149,Suburban,8,5083,49048,3,11042,0,137961,290087
BR_3150,Urban,29,2851,39941,7,25489,0,80653,491450
BR_3151,Suburban,52,3754,78418,2,13969,4,165180,681636
BR_3152,Urban,36,1948,216761,4,21112,4,140398,645876
BR_3153,Suburban,24,3886,90422,13,9203,0,59984,436735
BR_3154,Urban,54,1759,175022,9,6641,4,88478,682559
BR_3155,Urban,35,1429,140965,4,16374,6,49290,434133
BR_3156,Suburban,8,1574,218875,4,16546,4,170505,201562
BR_3157,Rural,58,1159,171714,10,19125,8,193671,711642
BR_3158,Urban,42,1317,61607,8,16102,3,166890,516586
BR_3159,Rural,57,2143,34450,14,2591,8,31984,667133
BR_3160,Urban,51,2769,287762,7,2749,11,197432,622406
BR_3161,Urban,5,5816,273951,7,4219,7,91286,192562
BR_3162,Urban,7,4027,185335,12,11029,0,30594,257762
BR_3163,Urban,41,3699,87583,12,16777,3,163243,548672
BR_3164,Suburban,26,1734,281360,0,13322,6,121624,345151
BR_3165,Urban,21,2786,295235,0,13673,0,141575,403368
BR_3166,Urban,18,5796,297305,1,10725,11,75570,220715
BR_3167,Rural,45,1176,47663,13,22844,7,142291,529027
BR_3168,Urban,39,4360,236453,7,14654,10,120350,491027
BR_3169,Suburban,17,2574,254419,9,25895,1,153742,364725
BR_3170,Urban,39,2305,183073,0,11965,7,144788,490573
BR_3171,Suburban,47,3454,160401,14,28919,10,87405,560411
BR_3172,Urban,6,1810,150705,3,9508,3,136606,124652
BR_3173,Urban,51,4277,274928,8,21037,7,87653,744898
BR_3174,Urban,17,2030,241420,1,17091,0,166282,337067
BR_3175,Urban,55,1977,112635,2,4570,11,84380,554049
BR_3176,Urban,58,4657,89579,10,24132,4,198677,795579
BR_3177,Suburban,20,2895,296386,5,2264,8,126791,337570
BR_3178,Rural,22,2472,118901,12,21979,6,145598,287674
BR_3179,Rural,11,2728,242886,14,18025,2,186897,288961
BR_3180,Suburban,49,4639,145056,10,15349,3,145996,712741
BR_3181,Urban,40,3978,175812,9,20418,9,144421,532350
BR_3182,Urban,45,5068,50976,2,21586,6,189863,660823
BR_3183,Urban,34,3353,191139,14,10573,5,100237,463672
BR_3184,Urban,46,3245,31231,14,13488,3,117150,708411
BR_3185,Suburban,45,5189,154400,3,11358,2,105202,725088
BR_3186,Suburban,11,1351,265900,8,12670,10,95775,136002
BR_3187,Urban,19,3697,45261,8,2388,1,109266,282893
BR_3188,Urban,44,1839,182814,9,24581,9,91391,565842
BR_3189,Rural,23,1684,23590,4,4071,11,99894,234011
BR_3190,Suburban,47,3851,201298,6,26970,8,75817,620964
BR_3191,Urban,41,5029,107542,8,16968,2,94574,610658
BR_3192,Rural,6,5666,33570,7,16454,6,67932,161960
BR_3193,Rural,46,4397,251601,10,9840,0,88404,724337
BR_3194,Urban,52,3355,246201,6,13849,7,45071,691769
BR_3195,Urban,59,1889,291677,11,21640,0,78694,923234
BR_3196,Suburban,17,5375,275019,7,22403,11,25733,373985
BR_3197,Rural,44,5758,54798,4,12431,1,86127,730000
BR_3198,Rural,45,1258,190525,4,24442,0,191761,640385
BR_3199,Urban,47,5521,207015,4,8630,3,103345,731375
BR_3200,Urban,47,5054,233609,0,16968,1,169758,768598
BR_3201,Suburban,59,2807,271197,5,15008,0,94034,899608
BR_3202,Suburban,35,2720,146026,4,16719,0,132620,599549
BR_3203,Urban,20,5835,202206,7,4859,1,160789,416900
BR_3204,Rural,46,5327,140398,7,4393,5,29854,753424
BR_3205,Suburban,48,5946,28164,1,25203,1,125162,715684
BR_3206,Rural,10,1803,237450,10,16091,11,133787,74094
BR_3207,Rural,32,3883,21119,5,24455,11,39358,328136
BR_3208,Suburban,36,2914,33351,11,4050,10,177929,471003
BR_3209,Urban,48,3389,207135,10,5121,1,29960,791266
BR_3210,Suburban,14,2943,92076,9,11116,7,192355,152870
BR_3211,Urban,54,5110,243136,9,6971,4,51576,792874
BR_3212,Suburban,22,3041,109074,14,13767,7,116909,290038
BR_3213,Urban,8,5780,255221,5,29858,11,43700,190347
BR_3214,Suburban,13,2886,281782,2,26079,11,199612,236930
BR_3215,Urban,11,1738,191811,0,5354,7,76166,165224
BR_3216,Urban,54,5834,49738,6,6474,11,72417,664070
BR_3217,Urban,12,5101,268433,9,5397,1,44412,391368
BR_3218,Urban,47,4770,276349,4,23801,6,122760,743230
BR_3219,Suburban,11,5837,81068,11,22152,8,84291,246442
BR_3220,Suburban,45,4799,115672,11,8281,11,116255,554807
BR_3221,Suburban,44,5450,41485,9,14412,7,160303,664258
BR_3222,Urban,7,4208,243773,4,21365,8,32521,191833
BR_3223,Urban,21,1570,56294,10,17751,7,148815,226640
BR_3224,Urban,6,1048,152706,7,7521,3,36349,149836
BR_3225,Urban,19,5993,63969,11,5472,9,57768,296145
BR_3226,Rural,50,1172,20093,4,21001,6,120168,577016
BR_3227,Urban,33,3726,48370,4,7481,8,87985,331770
BR_3228,Urban,54,4657,39750,0,8209,8,32611,727042
BR_3229,Urban,52,5730,257092,1,21883,3,44012,894753
BR_3230,Urban,56,1501,263707,4,25379,6,74725,715883
BR_3231,Suburban,26,2985,268706,6,26265,5,26548,461701
BR_3232,Suburban,8,1741,298616,2,21976,11,115297,91099
BR_3233,Urban,56,4714,263617,11,10623,11,170060,754183
BR_3234,Urban,10,5891,38934,14,24438,2,119729,332181
BR_3235,Urban,42,1593,239129,0,25656,9,39497,525790
BR_3236,Urban,30,1477,211157,10,11304,5,155337,441248
BR_3237,Urban,15,2361,168010,11,23080,7,175948,171080
BR_3238,Rural,30,4853,190759,1,15143,1,182891,521389
BR_3239,Suburban,21,1252,69354,2,12245,11,163911,196981
BR_3240,Suburban,28,3266,256529,11,14445,2,63457,473543
BR_3241,Urban,32,4456,188382,8,9546,7,141584,437574
BR_3242,Urban,39,4946,68960,7,24857,3,142143,579067
BR_3243,Suburban,35,4554,117155,14,23606,3,133296,522129
BR_3244,Suburban,17,1009,277091,3,20833,1,153919,382643
BR_3245,Suburban,58,5783,164475,7,7802,10,86976,802984
BR_3246,Urban,39,2726,164137,12,2544,9,35275,431991
BR_3247,Suburban,20,5745,241002,8,8652,11,63151,271670
BR_3248,Urban,19,4766,177873,2,18052,0,59173,432730
BR_3249,Rural,47,2677,128182,5,24711,6,118800,576051
BR_3250,Suburban,22,1426,119132,7,25442,3,68612,362741
BR_3251,Suburban,51,3526,62517,9,29734,5,40960,692040
BR_3252,Urban,41,2258,270714,6,4628,7,29538,530623
BR_3253,Suburban,52,3624,204311,8,5451,10,75338,685144
BR_3254,Urban,52,2050,274055,6,10729,6,53709,659527
BR_3255,Urban,53,5558,149282,0,3436,6,158211,725288
BR_3256,Urban,45,5163,213843,8,26471,5,191518,660750
BR_3257,Suburban,31,2963,65984,11,25045,10,192634,301571
BR_3258,Urban,59,2423,162121,4,13007,3,175175,763566
BR_3259,Urban,39,2653,258374,5,5062,3,72204,554959
BR_3260,Rural,56,1553,141854,1,18643,8,49432,632359
BR_3261,Urban,49,2668,280603,14,9551,10,193442,613579
BR_3262,Suburban,58,5959,110638,1,15113,4,150211,842384
BR_3263,Urban,39,981,223526,12,17663,8,176413,415184
BR_3264,Urban,32,2313,241481,3,6411,10,31069,417849
BR_3265,Suburban,43,1702,85896,3,6841,11,169365,373231
BR_3266,Urban,42,4144,261285,4,9961,8,123582,524887
BR_3267,Urban,13,4253,221207,6,19102,3,125895,364842
BR_3268,Suburban,16,4407,125035,12,7196,1,148529,297620
BR_3269,Suburban,19,3356,295894,10,21111,1,155640,446412
BR_3270,Suburban,25,2939,267933,11,13093,8,183626,343538
BR_3271,Urban,56,5044,201613,14,9546,8,123658,722780
BR_3272,Urban,39,2964,44346,0,27036,2,138982,520749
BR_3273,Suburban,46,3412,271731,9,21238,4,109162,719478
BR_3274,Suburban,37,2821,23514,3,23584,4,62667,460788
BR_3275,Rural,55,3621,44838,12,22451,1,76632,828706
BR_3276,Rural,23,3081,79207,8,28278,1,123861,347263
BR_3277,Rural,59,2370,36385,7,29823,9,71106,746319
BR_3278,Urban,27,2772,169389,2,21361,11,94022,236448
BR_3279,Urban,17,4786,44881,5,16484,0,107081,375488
BR_3280,Suburban,48,3044,249905,10,17103,1,155891,703203
BR_3281,Urban,5,3242,78308,8,16680,10,113164,-20182
BR_3282,Urban,55,1513,209086,7,16101,6,140386,701154
BR_3283,Rural,33,4345,273267,6,12006,0,133469,645312
BR_3284,Rural,28,1022,216502,6,5480,0,94080,437719
BR_3285,Urban,20,1663,79596,0,11933,8,110697,205573
BR_3286,Urban,29,5425,40428,14,15261,1,191045,513814
BR_3287,Urban,59,2225,82160,4,15209,10,43376,689875
BR_3288,Rural,27,3104,270894,6,10221,3,154942,532571
BR_3289,Rural,32,1453,80843,13,17065,10,75184,294431
BR_3290,Urban,51,1959,92981,12,21877,2,85854,715469
BR_3291,Urban,20,2642,261791,1,27557,10,112936,266083
BR_3292,Rural,47,1243,223210,14,2230,3,95455,624553
BR_3293,Urban,42,3265,259200,5,9526,10,141521,567919
BR_3294,Suburban,15,5469,179941,13,7281,10,102934,247865
BR_3295,Rural,7,5906,253151,1,29352,6,113904,244442
BR_3296,Urban,19,5236,51076,2,3251,9,178802,250839
BR_3297,Suburban,5,3657,248907,0,23724,1,43167,273242
BR_3298,Urban,11,2080,146283,2,8889,1,88178,258762
BR_3299,Urban,5,3839,177889,14,15384,8,42568,166974
BR_3300,Rural,53,4595,30555,6,14686,5,97369,780296
BR_3301,Urban,36,4437,90656,4,20347,10,84657,455276
BR_3302,Rural,13,4558,121173,3,21550,6,25571,210561
BR_3303,Suburban,33,899,121980,14,3778,4,193140,419501
BR_3304,Urban,30,2886,58458,14,10052,4,45122,354169
BR_3305,Urban,27,3110,124122,12,6870,3,156655,486584
BR_3306,Urban,49,5045,118538,11,3147,7,147011,633035
BR_3307,Urban,47,3537,131201,7,4847,6,178035,655021
BR_3308,Urban,33,2407,168455,7,22234,9,127874,426106
BR_3309,Urban,56,3753,168790,0,29567,1,53364,864027
BR_3310,Urban,42,4781,227232,8,21454,1,96227,656992
BR_3311,Suburban,37,3994,172935,13,2620,5,100861,501776
BR_3312,Suburban,11,5139,293521,8,2963,11,114950,186879
BR_3313,Suburban,16,5482,211595,1,9215,10,30126,251967
BR_3314,Urban,35,3892,144403,1,13052,0,117144,591132
BR_3315,Urban,36,3762,165942,7,20526,6,28762,498463
BR_3316,Suburban,58,3462,170372,11,28076,7,27786,798895
BR_3317,Urban,24,1655,87639,10,29765,9,92078,265845
BR_3318,Urban,59,2946,144766,5,18003,7,141363,780621
BR_3319,Rural,55,5725,280637,2,9418,2,103349,826070
BR_3320,Suburban,21,2186,258976,11,19710,6,172489,368093
BR_3321,Suburban,40,2516,183122,1,2121,0,41294,675345
BR_3322,Urban,7,4951,153993,4,6313,10,93335,114762
BR_3323,Suburban,5,2525,232645,14,19460,2,147184,252023
BR_3324,Suburban,54,2753,291172,7,29773,5,97459,787284
BR_3325,Suburban,31,5941,260125,5,19566,8,75209,504179
BR_3326,Suburban,57,984,166504,11,15982,4,31938,739285
BR_3327,Rural,51,1321,278312,2,2794,4,147285,749393
BR_3328,Suburban,44,3111,232194,11,11816,8,129875,644321
BR_3329,Urban,37,2048,287456,11,22655,11,199993,403546
BR_3330,Suburban,24,2458,45973,8,10483,8,160460,220117
BR_3331,Suburban,18,5957,122126,7,9326,5,93163,343174
BR_3332,Suburban,40,1802,180045,9,10682,4,32247,515805
BR_3333,Urban,9,4027,280025,5,21192,9,47575,218766
BR_3334,Urban,27,3938,296207,0,21812,1,45146,538299
BR_3335,Rural,49,2728,243824,1,27209,10,47371,614214
BR_3336,Suburban,19,1193,113196,3,15548,7,117243,294861
BR_3337,Rural,10,2417,29605,1,21883,11,132102,89919
BR_3338,Suburban,37,4441,116185,2,20556,7,76507,550118
BR_3339,Suburban,59,1460,122756,13,29962,6,51875,710119
BR_3340,Suburban,23,4964,136351,7,17638,7,38792,367792
BR_3341,Rural,17,1119,249167,8,7986,2,108253,295681
BR_3342,Suburban,33,3024,276927,5,5907,2,110928,551138
BR_3343,Suburban,10,1383,261674,3,23083,1,109393,248174
BR_3344,Urban,19,4400,228976,10,9081,0,96679,468664
BR_3345,Urban,20,1381,202277,1,23608,2,174542,403978
BR_3346,Suburban,28,4496,22420,6,15353,2,44734,479894
BR_3347,Urban,27,2567,109897,9,21852,6,169175,365416
BR_3348,Urban,52,2356,47728,10,7760,11,72728,530128
BR_3349,Urban,14,2598,144826,6,15771,9,115487,215593
BR_3350,Urban,58,5006,77858,9,2490,8,192550,745087
BR_3351,Urban,45,1798,200161,8,6263,11,55766,521659
BR_3352,Urban,45,1557,247676,4,9769,0,70240,692501
BR_3353,Rural,53,1082,281680,9,27334,7,187360,667920
BR_3354,Suburban,21,5966,235329,3,19581,0,92310,575422
BR_3355,Urban,53,5696,248137,9,13635,2,140261,953851
BR_3356,Urban,48,930,234521,5,3904,3,62432,624905
BR_3357,Suburban,49,2093,163747,11,7269,10,145050,556966
BR_3358,Urban,34,860,268422,1,3650,7,129775,408697
BR_3359,Rural,48,3011,117677,1,14467,0,47497,687647
BR_3360,Suburban,50,2348,80049,11,5191,11,53283,553355
BR_3361,Suburban,14,5167,199508,8,2027,1,137597,331880
BR_3362,Urban,59,2581,60213,6,16132,10,197184,629589
BR_3363,Suburban,23,837,286428,6,24644,4,197760,391989
BR_3364,Urban,33,4431,299729,12,4750,5,137039,508818
BR_3365,Rural,6,3464,289275,4,29280,4,100280,219125
BR_3366,Suburban,40,1273,63382,6,4879,2,94199,484276
BR_3367,Urban,23,858,238565,8,6357,9,37463,273984
BR_3368,Urban,11,3436,182008,9,12865,6,113614,213866
BR_3369,Urban,30,3414,107081,4,18255,11,194981,270457
BR_3370,Suburban,19,3414,73441,8,4832,0,162232,357732
BR_3371,Urban,51,5799,99220,0,5109,1,135840,751358
BR_3372,Suburban,42,5278,259056,12,11652,10,52682,655603
BR_3373,Urban,7,2211,171714,14,7758,11,152776,-36796
BR_3374,Suburban,42,884,220979,11,4921,8,130446,505863
BR_3375,Rural,20,2333,32651,2,3433,3,121401,301031
BR_3376,Suburban,6,4597,152737,6,6428,7,177477,96754
BR_3377,Suburban,35,3474,289062,3,9698,8,195148,491422
BR_3378,Urban,32,3673,248016,14,10111,6,165398,491610
BR_3379,Urban,11,3920,226802,1,21920,0,193582,336246
BR_3380,Suburban,34,1890,96749,11,25247,4,110065,486473
BR_3381,Urban,47,3634,42211,13,19565,5,49527,630280
BR_3382,Urban,11,5024,46866,2,17519,10,126019,181737
BR_3383,Urban,40,2876,257012,6,21789,7,66313,582729
BR_3384,Urban,33,3990,27344,7,17735,9,46777,401293
BR_3385,Urban,28,5587,127879,10,14366,7,87382,425928
BR_3386,Rural,56,5028,292471,8,16155,11,198334,769190
BR_3387,Urban,43,2008,47608,5,22298,8,61499,566242
BR_3388,Suburban,8,4377,191361,9,14484,8,40390,170674
BR_3389,Urban,33,5541,105054,8,29767,3,82853,520007
BR_3390,Suburban,48,3381,49784,3,11975,5,42921,664746
BR_3391,Urban,9,4587,189660,11,22106,2,196932,375241
BR_3392,Rural,59,1315,64221,4,14513,0,57945,808223
BR_3393,Rural,33,3012,24696,0,4642,5,174832,490504
BR_3394,Urban,34,3774,54635,13,9577,0,196578,541556
BR_3395,Rural,33,1732,146489,8,15849,8,28243,512303
BR_3396,Rural,30,2463,232331,8,5711,10,159738,302719
BR_3397,Rural,23,1356,170279,8,21344,5,44411,320487
BR_3398,Rural,30,2471,31817,2,23214,0,108940,491697
BR_3399,Urban,41,1792,213654,12,7458,10,48586,442177
BR_3400,Suburban,31,2428,151240,14,28155,2,105168,545178
BR_3401,Urban,34,2491,142475,9,20003,0,92510,572024
BR_3402,Urban,55,5652,243378,9,24522,1,83862,899643
BR_3403,Rural,57,1904,85199,9,29542,5,26258,747923
BR_3404,Urban,34,2070,77782,7,8680,6,130356,417955
BR_3405,Suburban,7,3702,100759,2,14507,0,44494,259564
BR_3406,Rural,47,5544,81599,12,20724,9,67202,617926
BR_3407,Rural,11,2209,224635,5,11419,4,169600,134549
BR_3408,Rural,53,4446,36291,4,18239,5,109673,746766
BR_3409,Urban,13,5887,242047,7,20112,3,142363,370453
BR_3410,Urban,57,2130,107057,2,21969,5,153839,701242
BR_3411,Urban,45,5523,114535,13,18585,4,105544,671049
BR_3412,Urban,46,2854,283717,0,7985,10,102400,576764
BR_3413,Urban,17,1753,279789,11,24559,6,156028,233102
BR_3414,Urban,19,2642,28577,8,5160,3,123723,231262
BR_3415,Suburban,58,3602,49948,9,13465,0,132148,819131
BR_3416,Suburban,9,809,256139,8,20097,1,85589,226209
BR_3417,Urban,33,3409,97700,2,9872,5,187504,417885
BR_3418,Suburban,39,921,287361,1,9839,9,171274,419829
BR_3419,Urban,31,5582,177481,3,17652,10,103637,416025
BR_3420,Urban,31,3360,200112,13,8859,1,152088,536196
BR_3421,Suburban,12,3837,129657,7,2752,4,41238,203576
BR_3422,Suburban,36,1240,229002,5,15304,11,36179,435988
BR_3423,Suburban,24,3549,113075,9,18498,3,55793,445533
BR_3424,Urban,14,1390,209319,14,17057,6,33004,281351
BR_3425,Rural,17,2168,210047,14,23725,3,139462,347285
BR_3426,Suburban,33,2789,41629,0,5980,6,46116,416161
BR_3427,Suburban,39,2161,212535,14,8325,10,149439,513994
BR_3428,Suburban,58,4573,22039,7,21202,7,111047,696112
BR_3429,Rural,12,2864,126615,4,18852,6,138917,223246
BR_3430,Suburban,33,3215,23857,12,2425,1,56856,511331
BR_3431,Suburban,35,3751,210091,5,10141,10,27488,452104
BR_3432,Rural,45,3568,111432,4,19959,0,108432,731044
BR_3433,Suburban,34,4216,240079,9,12057,4,96152,542156
BR_3434,Urban,26,2376,100977,4,19217,11,141331,272146
BR_3435,Suburban,25,5803,294879,2,16316,6,57791,497417
BR_3436,Urban,16,914,185583,13,16820,11,125641,153507
BR_3437,Urban,15,2168,66051,3,6106,0,56027,210891
BR_3438,Suburban,6,938,72693,4,22087,10,168663,-16524
BR_3439,Rural,54,5723,127942,10,3408,7,29726,737660
BR_3440,Rural,45,5741,154966,10,21865,2,29133,756246
BR_3441,Urban,6,4173,194304,1,24569,6,91280,218114
BR_3442,Suburban,38,2115,73214,5,7821,2,88044,517208
BR_3443,Urban,7,873,89817,1,12362,3,111097,155125
BR_3444,Rural,20,4646,83862,3,8844,7,185885,282067
BR_3445,Rural,55,1283,241255,11,8395,1,115105,808380
BR_3446,Suburban,8,4911,278121,0,10795,5,162012,251310
BR_3447,Rural,27,2349,279968,3,17843,9,48196,335796
BR_3448,Suburban,54,2159,183380,13,18596,8,31217,778792
BR_3449,Suburban,24,2696,117330,6,24795,9,44433,318625
BR_3450,Urban,29,5024,59288,14,17341,8,35934,326725
BR_3451,Urban,34,1310,228879,13,29330,4,79377,540993
BR_3452,Suburban,22,1222,135784,7,6801,2,51198,328857
BR_3453,Suburban,46,3232,196339,1,17346,5,69357,687218
BR_3454,Urban,15,2706,28915,2,3758,11,72787,120084
BR_3455,Rural,33,5127,216370,0,7780,8,182435,461030
BR_3456,Urban,21,1758,33805,14,13260,5,180091,289475
BR_3457,Suburban,30,1624,236206,6,10973,3,110275,428221
BR_3458,Suburban,27,864,74716,3,14413,11,181661,196077
BR_3459,Suburban,56,5728,153943,10,19910,10,66113,735547
BR_3460,Suburban,52,5510,196813,9,2840,4,167165,733373
BR_3461,Urban,24,4148,174220,7,19725,6,150182,412308
BR_3462,Urban,49,1600,25834,4,14299,9,48792,606915
BR_3463,Suburban,6,1077,62680,8,19884,2,132112,76530
BR_3464,Suburban,28,2517,148802,5,26505,11,177099,380757
BR_3465,Urban,35,3213,23399,10,7559,8,97381,375903
BR_3466,Suburban,31,2038,172834,9,7926,0,162882,471584
BR_3467,Urban,6,5323,179412,1,10707,7,171300,133269
BR_3468,Suburban,18,2286,101344,0,18175,4,60225,289601
BR_3469,Rural,8,5481,210862,0,13654,9,51187,139359
BR_3470,Urban,53,4098,31809,11,15991,8,160313,634609
BR_3471,Urban,17,5270,168768,11,13271,1,175565,444079
BR_3472,Suburban,40,3795,259432,13,9675,0,35729,742734
BR_3473,Suburban,39,892,150306,13,11339,9,37549,386908
BR_3474,Suburban,48,4331,202529,8,24841,6,63013,690252
BR_3475,Rural,58,5809,79151,0,21640,9,49347,760711
BR_3476,Rural,59,2640,104661,2,4594,11,193280,593661
BR_3477,Rural,12,4327,214080,11,5656,10,89772,162631
BR_3478,Suburban,6,2421,203560,1,11740,8,65378,76001
BR_3479,Urban,10,2361,76632,14,20470,4,26998,196099
BR_3480,Urban,35,2216,86533,14,5155,10,190832,373230
BR_3481,Urban,58,3764,91889,14,25572,3,137172,820573
BR_3482,Suburban,14,4990,104239,11,24780,3,139100,312960
BR_3483,Urban,48,5854,121511,3,28926,11,181161,695723
BR_3484,Rural,25,1930,77942,0,2978,7,140400,274126
BR_3485,Suburban,46,2213,29275,14,12497,0,52737,676056
BR_3486,Suburban,14,4397,117955,0,14075,0,63514,363909
BR_3487,Urban,27,4544,134178,3,21431,7,192609,417818
BR_3488,Urban,7,2918,186926,12,4589,1,148549,249831
BR_3489,Urban,36,1463,133174,12,20390,9,75232,398447
BR_3490,Urban,24,5864,232637,13,25167,5,119766,442990
BR_3491,Urban,14,3434,52784,3,7942,1,35461,268056
BR_3492,Suburban,33,3574,59865,6,20983,4,107394,537875
BR_3493,Rural,45,4769,293798,7,4508,2,34323,747377
BR_3494,Rural,56,4290,37830,12,14511,6,62040,704078
BR_3495,Suburban,55,2371,62425,7,28715,8,164750,631753
BR_3496,Urban,50,2323,228567,7,26855,1,170821,702482
BR_3497,Rural,38,1787,97355,13,19577,6,110028,441313
BR_3498,Rural,41,4038,128039,13,7915,7,117734,556652
BR_3499,Urban,24,4645,274031,11,28333,9,115896,398036
BR_3500,Suburban,12,4493,67405,13,4045,7,110793,189872
BR_3501,Urban,11,898,277239,8,26180,6,101699,164271
BR_3502,Rural,10,3088,258839,0,10439,11,129835,179517
BR_3503,Rural,15,2314,275516,8,11576,3,109321,336743
BR_3504,Urban,48,5097,287535,9,11564,3,183989,753920
BR_3505,Rural,22,1433,213540,7,13105,9,142004,202754
BR_3506,Suburban,55,5641,35091,0,25986,8,147297,742294
BR_3507,Rural,46,5385,275665,6,17765,11,42585,566102
BR_3508,Urban,33,1378,191754,8,22056,9,172732,343036
BR_3509,Rural,29,4759,205905,3,16793,8,120781,428088
BR_3510,Urban,25,1072,191277,12,16921,4,140318,323867
BR_3511,Urban,50,5681,227979,14,9181,6,142273,797385
BR_3512,Urban,7,4754,145401,12,2044,6,31968,153628
BR_3513,Rural,22,4727,242289,8,20469,8,92249,397178
BR_3514,Rural,28,1252,35430,0,6511,11,165312,137369
BR_3515,Rural,51,1975,271707,8,24772,6,198615,632251
BR_3516,Rural,42,5711,160105,5,17421,7,61119,596906
BR_3517,Urban,14,1213,170990,3,29116,6,131397,220382
BR_3518,Urban,31,2350,199594,11,9775,10,186110,314453
BR_3519,Urban,16,5326,215425,11,28946,3,38100,413478
BR_3520,Urban,11,5790,51188,4,23755,11,67794,219232
BR_3521,Urban,21,2746,219336,14,12707,1,129519,369932
BR_3522,Urban,5,991,152667,6,15372,2,73121,130807
BR_3523,Urban,54,840,183696,9,9948,6,34143,647249
BR_3524,Urban,30,2659,87824,12,24607,10,84376,327166
BR_3525,Urban,19,2132,191503,3,22707,10,108144,245120
BR_3526,Urban,55,4249,141624,7,25010,8,131528,733658
BR_3527,Rural,37,935,272366,2,27198,10,107016,446201
BR_3528,Suburban,41,5001,97838,1,26433,1,155604,681575
BR_3529,Rural,51,5414,207432,0,29957,6,103737,809398
BR_3530,Urban,35,2741,128484,13,25475,3,93677,550857
BR_3531,Urban,39,2365,21083,12,27060,6,154940,414894
BR_3532,Suburban,5,5021,202636,5,13079,11,117889,75631
BR_3533,Urban,12,1188,285455,1,10216,4,102006,252308
BR_3534,Urban,16,2358,77109,7,12006,6,172627,309210
BR_3535,Urban,58,2921,126892,14,3225,5,120133,717077
BR_3536,Urban,23,1828,247827,10,3248,1,55090,338376
BR_3537,Urban,29,4334,197284,9,27354,11,50476,492563
BR_3538,Urban,36,881,208848,12,17869,6,89004,514594
BR_3539,Suburban,16,1575,235648,3,23410,4,99469,337009
BR_3540,Urban,17,3838,222458,8,21226,8,145119,294056
BR_3541,Urban,32,5173,71588,3,7698,10,196377,397895
BR_3542,Rural,5,3687,147558,3,19966,0,150494,228071
BR_3543,Urban,55,2678,172849,12,6848,0,100650,828150
BR_3544,Urban,10,3071,141921,11,11905,1,68657,299395
BR_3545,Rural,12,2407,233630,7,13783,7,148270,208144
BR_3546,Urban,8,3939,113481,11,15388,10,124262,138276
BR_3547,Urban,9,1405,179860,12,5138,8,187930,149464
BR_3548,Urban,29,5535,95018,7,23139,10,144358,441873
BR_3549,Urban,26,4214,66873,4,19901,10,197375,343907
BR_3550,Suburban,32,4465,150241,2,12924,11,159553,373723
BR_3551,Rural,43,2944,230743,11,6642,6,87841,564299
BR_3552,Urban,27,5070,67672,1,7196,0,32931,416253
BR_3553,Suburban,8,4565,288265,14,13155,11,131951,181178
BR_3554,Suburban,56,2176,119332,8,14055,6,79694,703775
BR_3555,Urban,8,4262,102445,13,22152,7,33635,217545
BR_3556,Suburban,51,1147,170002,8,8198,6,70252,640739
BR_3557,Urban,25,800,69987,4,10072,11,94017,181647
BR_3558,Urban,41,862,120787,13,17965,4,178149,503382
BR_3559,Urban,45,2583,117083,12,11688,11,91953,511904
BR_3560,Urban,6,4614,51688,14,13919,6,112776,146415
BR_3561,Urban,11,1025,128406,7,23942,9,98212,176402
BR_3562,Rural,53,1842,27304,6,11927,10,97547,555150
BR_3563,Urban,20,1644,155121,2,16059,1,173126,363943
BR_3564,Urban,21,3480,297091,11,16649,8,79565,413346
BR_3565,Urban,24,4919,276594,4,19727,1,80153,516517
BR_3566,Suburban,27,2034,29495,14,28843,1,174740,400214
BR_3567,Suburban,38,2784,249768,12,7490,4,197131,510897
